Country,Year,Food Consumption,Food Production,Population,Wastage
Zambia,2005,1552.56329,1464,12.04,140.4608124
Zambia,2006,1609.051291,2015,11.78,195.4091038
Zambia,2007,1651.979356,1940,12.11,191.8893364
Zambia,2008,1801.015063,2166,12.46,219.3972844
Zambia,2009,1868.698524,2671,12.83,230.9824967
Zambia,2010,1976.955544,3577,13.92,396.9716491
Zambia,2011,1963.90124,3808,13.63,544.818494
Zambia,2012,2010.467513,3651,14.08,448.8827653
Zambia,2013,2081.982195,3378,15.25,524.3429714
Zambia,2014,2068.712374,4043,15.72,568.3429714
Zimbabwe,1990,2005.73034,2627,10.46,307.8753554
Zimbabwe,1991,1776.635416,2108,10.76,228.4530243
Zimbabwe,1992,1719.927596,533,10.98,237.7346076
Zimbabwe,1993,1824.202696,2556,11.21,291.1029952
Zimbabwe,1994,1889.709148,2903,11.48,293.0232347
Zimbabwe,1995,1858.194281,1037,11.64,125.2242622
Zimbabwe,1996,1954.291988,3193,11.85,289.5331904
Zimbabwe,1997,1884.829629,2776,12.05,307.1216344
Zimbabwe,1998,1934.443355,1968,12.23,217.3525234
Zimbabwe,1999,1914.859078,2072,12.37,185.5864456
Zimbabwe,2000,1918.633742,2613,12.50,252.6764913
Zimbabwe,2001,1923.470759,2048,12.59,138.516666
Zimbabwe,2002,1924.87372,842,12.69,97.4775517
Zimbabwe,2003,1942.985294,1273,12.67,131.6326568
Zimbabwe,2004,2562.512029,2125,12.69,117.1383398
Zimbabwe,2005,1954.263657,1249,12.71,128.3118509
Zimbabwe,2006,2024.164639,2038,12.72,137.4320305
Zimbabwe,2007,2078.051998,1351,13.30,113.1468549
Zimbabwe,2008,1924.124541,932,12.78,138.5193373
Zimbabwe,2009,1749.340822,1678,12.89,179.5620851
Zimbabwe,2010,1726.278513,1721,13.97,182.4954945
Zimbabwe,2011,1785.150827,1764,13.36,176.3670999
Zimbabwe,2012,1843.224762,1254,13.72,148.5228244
Zimbabwe,2013,1916.682536,1088,14.15,108.824844
Zimbabwe,2014,2016.901581,1853,15.25,136.824844
